arrivaltime,ticker,latency
1.97E+13,IF2208,1550
1.97E+13,IH2207,1505
1.97E+13,IC2209,2833
1.97E+13,IF2209,2009
1.97E+13,IH2209,1792
1.97E+13,IC2207,2686
1.97E+13,IF2207,1213
1.97E+13,IC2208,6254
1.97E+13,IC2209,6154
1.97E+13,IF2209,2208
1.97E+13,IH2209,9482
1.97E+13,IC2207,3440
1.97E+13,IF2207,8658
1.97E+13,IH2207,4988
1.97E+13,IC2208,2804
1.97E+13,IF2208,998
1.97E+13,IH2208,11224
1.97E+13,IC2209,6459
1.97E+13,IF2209,2672
1.97E+13,IH2209,673
1.97E+13,IC2207,1373
1.97E+13,IF2207,2187
1.97E+13,IH2207,2341
1.97E+13,IC2208,1357
1.97E+13,IF2208,2622
1.97E+13,IC2209,8062
1.97E+13,IF2209,9304
1.97E+13,IH2209,5751
1.97E+13,IC2207,4161
1.97E+13,IF2207,1768
1.97E+13,IH2207,2293
1.97E+13,IC2208,1918
1.97E+13,IF2208,2277
1.97E+13,IH2208,716
1.97E+13,IC2209,4748
1.97E+13,IF2209,791
1.97E+13,IH2209,915
1.97E+13,IC2207,1994
1.97E+13,IF2207,1822
1.97E+13,IH2207,1635
1.97E+13,IC2208,2142
1.97E+13,IF2208,6730
1.97E+13,IH2208,952
1.97E+13,IC2209,6406
1.97E+13,IF2209,1797
1.97E+13,IH2209,1861
1.97E+13,IC2207,8253
1.97E+13,IC2208,3534
1.97E+13,IF2207,2014
1.97E+13,IF2208,1629
1.97E+13,IH2207,15669
1.97E+13,IC2209,2421
1.97E+13,IF2209,1352
1.97E+13,IH2209,1713
1.97E+13,IC2207,1030
1.97E+13,IF2207,2112
1.97E+13,IH2207,544
1.97E+13,IC2208,6661
1.97E+13,IF2208,1238
1.97E+13,IC2209,9245
1.97E+13,IF2209,1761
1.97E+13,IH2209,9527
1.97E+13,IC2207,932
1.97E+13,IF2207,6806
1.97E+13,IC2208,4500
1.97E+13,IF2208,2600
1.97E+13,IH2207,1962
1.97E+13,IC2209,10372
1.97E+13,IF2209,7245
1.97E+13,IH2209,1103
1.97E+13,IC2207,823
1.97E+13,IC2208,1607
1.97E+13,IF2207,1438
1.97E+13,IH2207,1939
1.97E+13,IC2209,5461
1.97E+13,IF2209,9156
1.97E+13,IH2209,6157
1.97E+13,IC2207,3746
1.97E+13,IC2208,2214
1.97E+13,IF2207,1719
1.97E+13,IH2207,1809
1.97E+13,IC2209,5433
1.97E+13,IF2209,1131
1.97E+13,IH2209,700
1.97E+13,IC2207,1006
1.97E+13,IC2208,1931
1.97E+13,IF2207,1899
1.97E+13,IF2208,2019
1.97E+13,IH2207,1462
1.97E+13,IC2209,4123
1.97E+13,IF2209,864
1.97E+13,IH2209,2057
1.97E+13,IC2207,6989
1.97E+13,IF2207,2058
1.97E+13,IC2208,4786
1.97E+13,IH2207,5221
1.97E+13,IC2209,3069
1.97E+13,IF2209,772
1.97E+13,IH2209,897
1.97E+13,IC2207,1153
1.97E+13,IC2208,5602
1.97E+13,IF2207,4576
1.97E+13,IH2207,3229
1.97E+13,IC2209,5789
1.97E+13,IF2209,2236
1.97E+13,IH2209,7408
1.97E+13,IC2207,2029
1.97E+13,IF2207,7806
1.97E+13,IH2207,5156
1.97E+13,IC2208,3470
1.97E+13,IF2208,1740
1.97E+13,IC2209,5489
1.97E+13,IF2209,2546
1.97E+13,IH2209,1031
1.97E+13,IC2207,1599
1.97E+13,IC2208,746
1.97E+13,IF2207,765
1.97E+13,IF2208,8923
1.97E+13,IH2207,8740
1.97E+13,IC2209,5146
1.97E+13,IF2209,7891
1.97E+13,IH2209,3680
1.97E+13,IC2207,769
1.97E+13,IF2207,1467
1.97E+13,IH2207,883
1.97E+13,IC2208,2071
1.97E+13,IF2208,697
1.97E+13,IH2208,614
1.97E+13,IC2209,4653
1.97E+13,IF2209,550
1.97E+13,IH2209,759
1.97E+13,IC2207,2213
1.97E+13,IF2207,863
1.97E+13,IH2207,2003
1.97E+13,IC2208,2133
1.97E+13,IF2208,1025
1.97E+13,IH2208,401
1.97E+13,IC2209,5404
1.97E+13,IF2209,1309
1.97E+13,IH2209,1331
1.97E+13,IC2207,8559
1.97E+13,IF2207,5119
1.97E+13,IH2207,4484
1.97E+13,IC2208,881
1.97E+13,IF2208,987
1.97E+13,IH2208,1461
1.97E+13,IC2209,6208
1.97E+13,IF2209,1994
1.97E+13,IH2209,730
1.97E+13,IC2207,687
1.97E+13,IF2207,2093
1.97E+13,IH2207,578
1.97E+13,IC2208,7998
1.97E+13,IF2208,5710
1.97E+13,IH2208,5072
1.97E+13,IC2209,6269
1.97E+13,IF2209,2703
1.97E+13,IH2209,8714
1.97E+13,IC2207,6207
1.97E+13,IC2208,4881
1.97E+13,IF2207,5368
1.97E+13,IH2207,1516
1.97E+13,IF2208,4032
1.97E+13,IH2208,2131
1.97E+13,IC2209,6985
1.97E+13,IF2209,3987
1.97E+13,IC2207,2143
1.97E+13,IF2207,534
1.97E+13,IF2208,8527
1.97E+13,IH2208,4766
1.97E+13,IH2207,8085
1.97E+13,IC2209,6873
1.97E+13,IF2209,9403
1.97E+13,IH2209,5348
1.97E+13,IC2207,1505
1.97E+13,IC2208,780
1.97E+13,IF2207,1691
1.97E+13,IH2207,1597
1.97E+13,IH2208,2037
1.97E+13,IC2209,5594
1.97E+13,IF2209,1739
1.97E+13,IH2209,1104
1.97E+13,IC2207,1541
1.97E+13,IF2207,780
1.97E+13,IC2208,1953
1.97E+13,IH2207,1397
1.97E+13,IH2208,1696
1.97E+13,IC2209,7070
1.97E+13,IF2209,3430
1.97E+13,IH2209,1851
1.97E+13,IC2207,9631
1.97E+13,IF2207,3572
1.97E+13,IC2208,6990
1.97E+13,IF2208,983
1.97E+13,IH2207,6180
1.97E+13,IH2208,4058
1.97E+13,IC2209,2443
1.97E+13,IF2209,1954
1.97E+13,IH2209,433
1.97E+13,IC2207,1140
1.97E+13,IC2208,726
1.97E+13,IF2207,1874
1.97E+13,IH2207,404
1.97E+13,IH2208,6213
1.97E+13,IC2209,4466
1.97E+13,IC2207,2232
1.97E+13,IF2207,6871
1.97E+13,IH2207,3779
1.97E+13,IC2208,602
1.97E+13,IF2208,1896
1.97E+13,IC2209,6876
1.97E+13,IF2209,3581
1.97E+13,IH2209,2120
1.97E+13,IC2207,2019
1.97E+13,IF2207,1521
1.97E+13,IH2207,1111
1.97E+13,IC2212,4101
1.97E+13,IC2209,5625
1.97E+13,IF2209,11719
1.97E+13,IH2209,7406
1.97E+13,IC2207,4056
1.97E+13,IF2207,2074
1.97E+13,IH2207,930
1.97E+13,IF2208,1123
1.97E+13,IH2209,5636
1.97E+13,IC2207,1807
1.97E+13,IF2207,861
1.97E+13,IH2207,528
1.97E+13,IC2208,1842
1.97E+13,IF2212,3211
1.97E+13,IC2209,5743
1.97E+13,IF2209,7059
1.97E+13,IH2209,728
1.97E+13,IC2212,1406
1.97E+13,IF2212,863
1.97E+13,IC2207,6519
1.97E+13,IF2207,1539
1.97E+13,IC2208,4569
1.97E+13,IH2207,5412
1.97E+13,IF2208,3539
1.97E+13,IH2208,2193
1.97E+13,IC2209,2386
1.97E+13,IF2209,1671
1.97E+13,IH2209,1480
1.97E+13,IC2212,6746
1.97E+13,IF2212,6516
1.97E+13,IC2207,3136
1.97E+13,IC2208,1872
1.97E+13,IF2207,1743
1.97E+13,IH2207,398
1.97E+13,IH2212,4867
1.97E+13,IC2209,4221
1.97E+13,IF2209,1006
1.97E+13,IH2209,1510
1.97E+13,IC2212,2066
1.97E+13,IF2212,939
1.97E+13,IH2212,1502
1.97E+13,IC2207,1819
1.97E+13,IF2207,6852
1.97E+13,IH2207,4413
1.97E+13,IC2208,1424
1.97E+13,IH2208,441
1.97E+13,IC2209,2866
1.97E+13,IF2209,786
1.97E+13,IH2209,1084
1.97E+13,IC2212,1214
1.97E+13,IF2212,1082
1.97E+13,IH2212,1397
1.97E+13,IC2207,1129
1.97E+13,IF2207,5804
1.97E+13,IH2207,2354
1.97E+13,IF2208,4583
1.97E+13,IH2208,1762
1.97E+13,IC2209,11624
1.97E+13,IF2209,7369
1.97E+13,IH2209,4657
1.97E+13,IC2212,1839
1.97E+13,IF2212,1569
1.97E+13,IH2212,1296
1.97E+13,IC2207,1170
1.97E+13,IF2207,1428
1.97E+13,IF2208,4530
1.97E+13,IH2207,3488
1.97E+13,IH2208,2678
1.97E+13,IC2209,6677
1.97E+13,IF2209,2385
1.97E+13,IH2209,1901
1.97E+13,IC2212,1174
1.97E+13,IF2212,1740
1.97E+13,IH2212,1454
1.97E+13,IC2207,1852
1.97E+13,IF2207,617
1.97E+13,IH2207,611
1.97E+13,IC2208,2288
1.97E+13,IF2208,1355
1.97E+13,IH2208,1278
1.97E+13,IC2209,5631
1.97E+13,IF2209,7288
1.97E+13,IH2209,4510
1.97E+13,IC2212,2346
1.97E+13,IF2212,1997
1.97E+13,IH2212,5165
1.97E+13,IC2207,5756
1.97E+13,IF2207,3471
1.97E+13,IF2208,2144
1.97E+13,IH2207,5430
1.97E+13,IC2209,2865
1.97E+13,IF2209,585
1.97E+13,IH2209,889
1.97E+13,IC2212,6496
1.97E+13,IF2212,5088
1.97E+13,IC2207,1376
1.97E+13,IC2208,1185
1.97E+13,IF2208,2559
1.97E+13,IF2207,5785
1.97E+13,IH2207,2322
1.97E+13,IH2208,5035
1.97E+13,IC2209,5757
1.97E+13,IF2209,2293
1.97E+13,IH2209,8759
1.97E+13,IC2212,6313
1.97E+13,IC2207,3829
1.97E+13,IC2208,1014
1.97E+13,IF2207,5633
1.97E+13,IH2207,3059
1.97E+13,IH2208,1466
1.97E+13,IC2209,4532
1.97E+13,IH2209,1869
1.97E+13,IC2212,502
1.97E+13,IF2212,565
1.97E+13,IH2212,1857
1.97E+13,IC2207,1089
1.97E+13,IC2208,1045
1.97E+13,IF2207,1195
1.97E+13,IH2207,1067
1.97E+13,IH2208,1433
1.97E+13,IC2209,15262
1.97E+13,IF2209,11668
1.97E+13,IH2209,9817
1.97E+13,IC2212,7611
1.97E+13,IC2207,6928
1.97E+13,IF2207,4682
1.97E+13,IH2207,1484
1.97E+13,IH2208,1016
1.97E+13,IF2209,6822
1.97E+13,IH2209,3023
1.97E+13,IC2212,611
1.97E+13,IH2212,1630
1.97E+13,IC2207,2009
1.97E+13,IF2207,3691
1.97E+13,IH2207,707
1.97E+13,IF2209,2759
1.97E+13,IH2209,3058
1.97E+13,IC2212,1103
1.97E+13,IC2207,9549
1.97E+13,IH2207,8962
1.97E+13,IC2209,4210
1.97E+13,IF2209,6048
1.97E+13,IH2209,3465
1.97E+13,IC2212,5029
1.97E+13,IF2212,3268
1.97E+13,IH2212,1424
1.97E+13,IC2207,1282
1.97E+13,IF2207,2172
1.97E+13,IH2207,1112
1.97E+13,IC2209,5770
1.97E+13,IC2212,2657
1.97E+13,IF2209,878
1.97E+13,IH2209,1676
1.97E+13,IH2212,944
1.97E+13,IC2207,7845
1.97E+13,IF2207,6020
1.97E+13,IH2207,4398
1.97E+13,IH2208,3192
1.97E+13,IC2209,3110
1.97E+13,IF2209,1831
1.97E+13,IH2209,1467
1.97E+13,IH2212,1841
1.97E+13,IC2207,1914
1.97E+13,IF2207,7054
1.97E+13,IH2207,3870
1.97E+13,IH2208,2508
1.97E+13,IC2209,1634
1.97E+13,IF2209,562
1.97E+13,IH2209,6261
1.97E+13,IH2212,5077
1.97E+13,IC2207,3158
1.97E+13,IF2207,1786
1.97E+13,IF2208,808
1.97E+13,IH2207,1052
1.97E+13,IH2208,5176
1.97E+13,IC2209,5104
1.97E+13,IF2209,2090
1.97E+13,IH2209,451
1.97E+13,IF2212,1576
1.97E+13,IH2212,1267
1.97E+13,IC2207,2629
1.97E+13,IF2207,1079
1.97E+13,IH2207,709
1.97E+13,IF2208,686
1.97E+13,IH2208,1970
1.97E+13,IC2209,8990
1.97E+13,IF2209,4560
1.97E+13,IH2209,2383
1.97E+13,IC2212,1520
1.97E+13,IF2212,814
1.97E+13,IH2212,553
1.97E+13,IC2207,12759
1.97E+13,IF2207,1811
1.97E+13,IH2207,5594
1.97E+13,IF2208,4388
1.97E+13,IH2208,7785
1.97E+13,IC2209,1666
1.97E+13,IF2209,5853
1.97E+13,IH2209,3710
1.97E+13,IF2212,2546
1.97E+13,IH2212,1300
1.97E+13,IC2207,820
1.97E+13,IC2208,1447
1.97E+13,IF2207,942
1.97E+13,IF2208,1447
1.97E+13,IH2207,3662
1.97E+13,IC2209,7029
1.97E+13,IF2209,3191
1.97E+13,IH2209,3107
1.97E+13,IC2212,708
1.97E+13,IF2212,8022
1.97E+13,IH2212,4397
1.97E+13,IC2207,1804
1.97E+13,IC2208,769
1.97E+13,IF2207,1225
1.97E+13,IF2208,1226
1.97E+13,IH2207,558
1.97E+13,IH2208,1012
1.97E+13,IC2209,6444
1.97E+13,IF2209,3892
1.97E+13,IH2209,1492
1.97E+13,IC2212,1961
1.97E+13,IF2212,3376
1.97E+13,IH2212,3171
1.97E+13,IC2207,3444
1.97E+13,IF2207,8857
1.97E+13,IH2207,4808
1.97E+13,IC2208,3170
1.97E+13,IF2208,1575
1.97E+13,IH2208,1890
1.97E+13,IC2209,2892
1.97E+13,IF2209,530
1.97E+13,IH2209,6214
1.97E+13,IC2212,3652
1.97E+13,IH2212,6105
1.97E+13,IC2207,4063
1.97E+13,IF2207,1805
1.97E+13,IH2207,953
1.97E+13,IC2208,878
1.97E+13,IF2208,4847
1.97E+13,IH2208,3377
1.97E+13,IC2209,5889
1.97E+13,IF2209,1548
1.97E+13,IH2209,1999
1.97E+13,IC2212,9790
1.97E+13,IF2212,6184
1.97E+13,IH2212,4133
1.97E+13,IC2207,1712
1.97E+13,IF2207,2390
1.97E+13,IC2208,470
1.97E+13,IF2208,1645
1.97E+13,IH2207,795
1.97E+13,IH2208,6868
1.97E+13,IC2209,8403
1.97E+13,IF2209,5292
1.97E+13,IH2209,6107
1.97E+13,IC2212,1819
1.97E+13,IF2212,809
1.97E+13,IH2212,559
1.97E+13,IC2207,7578
1.97E+13,IF2207,6561
1.97E+13,IH2207,4954
1.97E+13,IC2208,1295
1.97E+13,IF2208,5205
1.97E+13,IH2208,2989
1.97E+13,IC2209,1419
1.97E+13,IF2209,4864
1.97E+13,IH2209,2515
1.97E+13,IC2212,622
1.97E+13,IC2207,2007
1.97E+13,IC2208,945
1.97E+13,IF2207,687
1.97E+13,IF2208,1132
1.97E+13,IH2207,1198
1.97E+13,IH2208,1681
1.97E+13,IC2209,4716
1.97E+13,IF2209,741
1.97E+13,IH2209,1755
1.97E+13,IC2212,703
1.97E+13,IH2212,779
1.97E+13,IC2207,1300
1.97E+13,IC2208,831
1.97E+13,IF2207,1429
1.97E+13,IH2207,1358
1.97E+13,IF2208,1428
1.97E+13,IH2208,720
1.97E+13,IC2209,3119
1.97E+13,IF2209,1438
1.97E+13,IH2209,1408
1.97E+13,IC2212,1029
1.97E+13,IH2212,533
1.97E+13,IC2207,1562
1.97E+13,IC2208,778
1.97E+13,IF2207,6414
1.97E+13,IH2207,3732
1.97E+13,IH2208,2471
1.97E+13,IC2209,2366
1.97E+13,IF2209,3378
1.97E+13,IC2212,2143
1.97E+13,IF2212,476
1.97E+13,IC2207,824
1.97E+13,IF2207,1128
1.97E+13,IH2207,1305
1.97E+13,IH2208,1863
1.97E+13,IC2209,5786
1.97E+13,IF2209,1907
1.97E+13,IH2209,10078
1.97E+13,IF2212,2773
1.97E+13,IC2207,2035
1.97E+13,IF2207,1794
1.97E+13,IF2208,1534
1.97E+13,IH2207,765
1.97E+13,IH2208,6252
1.97E+13,IC2209,7942
1.97E+13,IF2209,4210
1.97E+13,IC2212,5341
1.97E+13,IF2212,4670
1.97E+13,IH2212,1729
1.97E+13,IC2207,6931
1.97E+13,IF2207,2781
1.97E+13,IH2207,3453
1.97E+13,IH2208,2626
1.97E+13,IC2209,1773
1.97E+13,IF2209,7024
1.97E+13,IH2209,4328
1.97E+13,IC2212,1811
1.97E+13,IF2212,2032
1.97E+13,IH2212,6422
1.97E+13,IC2207,3135
1.97E+13,IC2208,1856
1.97E+13,IF2207,607
1.97E+13,IH2207,2479
1.97E+13,IC2209,6086
1.97E+13,IF2209,1663
1.97E+13,IC2212,623
1.97E+13,IC2207,1776
1.97E+13,IC2208,398
1.97E+13,IF2207,910
1.97E+13,IF2208,1747
1.97E+13,IH2207,1985
1.97E+13,IH2208,2072
1.97E+13,IC2209,1624
1.97E+13,IF2209,2234
1.97E+13,IH2209,728
1.97E+13,IC2212,919
1.97E+13,IF2212,2461
1.97E+13,IH2212,1638
1.97E+13,IC2207,1118
1.97E+13,IC2208,1055
1.97E+13,IF2207,7701
1.97E+13,IH2207,3296
1.97E+13,IF2208,6170
1.97E+13,IC2209,4832
1.97E+13,IF2209,2104
1.97E+13,IH2209,2926
1.97E+13,IC2212,1695
1.97E+13,IF2212,8640
1.97E+13,IH2212,5247
1.97E+13,IC2207,3373
1.97E+13,IF2207,650
1.97E+13,IH2207,621
1.97E+13,IC2208,597
1.97E+13,IF2208,6571
1.97E+13,IH2208,4452
1.97E+13,IC2209,5220
1.97E+13,IF2209,1136
1.97E+13,IH2209,1669
1.97E+13,IC2212,1327
1.97E+13,IF2212,1214
1.97E+13,IH2212,786
1.97E+13,IC2207,2245
1.97E+13,IC2208,1432
1.97E+13,IF2207,1659
1.97E+13,IF2208,1527
1.97E+13,IH2207,1282
1.97E+13,IH2208,1263
1.97E+13,IC2209,8621
1.97E+13,IF2209,4902
1.97E+13,IH2209,1078
1.97E+13,IC2212,4887
1.97E+13,IF2212,1287
1.97E+13,IH2212,471
1.97E+13,IC2207,5020
1.97E+13,IF2207,1545
1.97E+13,IH2207,550
1.97E+13,IC2208,2086
1.97E+13,IH2208,1315
1.97E+13,IC2209,1915
1.97E+13,IF2209,5107
1.97E+13,IH2209,3586
1.97E+13,IC2212,1573
1.97E+13,IF2212,3733
1.97E+13,IH2212,2031
1.97E+13,IC2207,2285
1.97E+13,IC2208,1214
1.97E+13,IF2207,5814
1.97E+13,IH2207,4554
1.97E+13,IH2208,4182
1.97E+13,IC2209,6058
1.97E+13,IF2209,1133
1.97E+13,IC2212,922
1.97E+13,IF2212,1094
1.97E+13,IH2212,8129
1.97E+13,IC2207,1308
1.97E+13,IF2207,1426
1.97E+13,IH2207,1285
1.97E+13,IC2208,1187
1.97E+13,IH2208,5543
1.97E+13,IC2209,5762
1.97E+13,IF2209,2259
1.97E+13,IC2212,1660
1.97E+13,IF2212,1768
1.97E+13,IC2207,1181
1.97E+13,IC2208,1303
1.97E+13,IF2207,4979
1.97E+13,IH2207,1693
1.97E+13,IH2208,644
1.97E+13,IC2209,2994
1.97E+13,IF2209,1318
1.97E+13,IC2212,672
1.97E+13,IF2212,785
1.97E+13,IH2212,515
1.97E+13,IC2207,1045
1.97E+13,IF2207,1652
1.97E+13,IH2207,1737
1.97E+13,IF2208,1897
1.97E+13,IH2208,1804
1.97E+13,IC2209,5914
1.97E+13,IF2209,1714
1.97E+13,IH2209,2503
1.97E+13,IC2212,654
1.97E+13,IF2212,1148
1.97E+13,IH2212,1828
1.97E+13,IC2207,900
1.97E+13,IF2207,1795
1.97E+13,IH2207,1584
1.97E+13,IC2208,1389
1.97E+13,IF2208,1619
1.97E+13,IH2208,4690
1.97E+13,IF2209,2937
1.97E+13,IH2209,1848
1.97E+13,IC2212,6994
1.97E+13,IF2212,4298
1.97E+13,IC2207,4586
1.97E+13,IC2208,2131
1.97E+13,IF2207,1335
1.97E+13,IH2207,949
1.97E+13,IH2208,4399
1.97E+13,IH2209,1937
1.97E+13,IF2212,5496
1.97E+13,IC2207,1033
1.97E+13,IF2207,1665
1.97E+13,IH2207,1567
1.97E+13,IF2209,10986
1.97E+13,IH2209,5972
1.97E+13,IC2212,3474
1.97E+13,IF2212,1255
1.97E+13,IH2212,4622
1.97E+13,IC2207,1877
1.97E+13,IF2207,1499
1.97E+13,IH2207,720
1.97E+13,IC2208,1821
1.97E+13,IH2208,6229
1.97E+13,IC2209,7398
1.97E+13,IF2209,1737
1.97E+13,IH2209,1967
1.97E+13,IC2212,1332
1.97E+13,IF2212,461
1.97E+13,IC2207,1205
1.97E+13,IC2208,593
1.97E+13,IH2208,3737
1.97E+13,IH2207,6986
1.97E+13,IC2209,2314
1.97E+13,IH2209,5013
1.97E+13,IC2212,2069
1.97E+13,IF2212,557
1.97E+13,IH2212,661
1.97E+13,IC2207,2014
1.97E+13,IF2207,5761
1.97E+13,IH2207,3737
1.97E+13,IH2208,2807
1.97E+13,IC2209,4252
1.97E+13,IC2212,1403
1.97E+13,IC2207,1588
1.97E+13,IF2207,961
1.97E+13,IH2207,1231
1.97E+13,IH2209,2525
1.97E+13,IC2212,820
1.97E+13,IF2212,1768
1.97E+13,IC2207,6973
1.97E+13,IC2208,1768
1.97E+13,IF2207,1374
1.97E+13,IH2207,1286
1.97E+13,IC2209,3136
1.97E+13,IC2212,6366
1.97E+13,IH2209,4335
1.97E+13,IF2212,2267
1.97E+13,IC2207,899
1.97E+13,IC2208,1705
1.97E+13,IF2207,1492
1.97E+13,IH2207,1893
1.97E+13,IC2209,4666
1.97E+13,IC2212,2069
1.97E+13,IF2212,6502
1.97E+13,IC2207,1387
1.97E+13,IF2207,952
1.97E+13,IH2207,707
1.97E+13,IC2209,2899
1.97E+13,IH2209,6110
1.97E+13,IC2212,4574
1.97E+13,IF2212,2506
1.97E+13,IC2207,1327
1.97E+13,IF2207,1618
1.97E+13,IF2208,1806
1.97E+13,IH2207,1812
1.97E+13,IC2209,6550
1.97E+13,IF2212,3913
1.97E+13,IC2207,2643
1.97E+13,IF2207,4754
1.97E+13,IH2207,2808
1.97E+13,IC2209,5141
1.97E+13,IF2209,2010
1.97E+13,IC2212,1443
1.97E+13,IC2207,1951
1.97E+13,IF2207,1056
1.97E+13,IH2207,679
1.97E+13,IH2208,1050
1.97E+13,IC2209,2992
1.97E+13,IC2212,1956
1.97E+13,IH2209,1610
1.97E+13,IC2207,7462
1.97E+13,IF2207,4419
1.97E+13,IC2209,2714
1.97E+13,IH2209,2041
1.97E+13,IC2212,1456
1.97E+13,IF2207,1777
1.97E+13,IC2209,5185
1.97E+13,IF2209,1685
1.97E+13,IC2212,8121
1.97E+13,IC2207,919
1.97E+13,IF2207,1191
1.97E+13,IH2208,1932
1.97E+13,IC2209,3886
1.97E+13,IF2209,825
1.97E+13,IC2212,720
1.97E+13,IF2212,440
1.97E+13,IC2207,1602
1.97E+13,IF2207,1916
1.97E+13,IH2208,1301
1.97E+13,IC2209,6470
1.97E+13,IF2209,3346
1.97E+13,IC2212,1710
1.97E+13,IF2212,1967
1.97E+13,IC2207,1956
1.97E+13,IF2207,5832
1.97E+13,IH2207,1219
1.97E+13,IC2208,4202
1.97E+13,IC2209,5458
1.97E+13,IF2209,8916
1.97E+13,IH2209,6953
1.97E+13,IC2212,869
1.97E+13,IF2212,848
1.97E+13,IC2207,815
1.97E+13,IC2208,990
1.97E+13,IF2207,1317
1.97E+13,IF2208,1490
1.97E+13,IH2207,440
1.97E+13,IC2209,2804
1.97E+13,IF2209,626
1.97E+13,IH2209,892
1.97E+13,IC2212,1086
1.97E+13,IF2212,6649
1.97E+13,IH2212,2946
1.97E+13,IC2207,1393
1.97E+13,IC2208,2007
